id quake blast
119358 0.16 0.84
85071 0.05 0.95
66244 0.84 0.16
1303548 0.96 0.04
460983 0.96 0.04
180669 0.74 0.26
1340925 0.96 0.04
365918 1.00 0.00
1118182 0.99 0.01
885426 0.97 0.03
143383 0.32 0.68
1135378 0.99 0.01
143244 0.22 0.78
363073 0.99 0.01
849260 1.00 0.00
1023977 1.00 0.00
1427942 1.00 0.00
1341016 0.99 0.01
1077428 0.97 0.03
397358 1.00 0.00
615631 0.80 0.20
1262505 1.00 0.00
917336 0.97 0.03
1084290 0.67 0.33
690539 1.00 0.00
608096 0.99 0.01
1330474 1.00 0.00
1120151 0.43 0.57
903734 0.96 0.04
75200 0.47 0.53
634338 1.00 0.00
580397 0.89 0.11
1054704 1.00 0.00
1264182 0.98 0.02
1367726 1.00 0.00
609661 0.53 0.47
1042188 1.00 0.00
1179908 0.32 0.68
528018 0.74 0.26
932558 0.72 0.28
1376826 0.91 0.09
911976 0.86 0.14
45858 0.09 0.91
14675 0.20 0.80
914545 0.78 0.22
829597 0.99 0.01
489839 0.97 0.03
975099 0.94 0.06
1302531 0.99 0.01
374578 0.99 0.01
670637 1.00 0.00
399910 0.06 0.94
420336 0.52 0.48
105252 0.02 0.98
81545 0.00 1.00
830279 1.00 0.00
24702 0.69 0.31
787097 1.00 0.00
536088 1.00 0.00
349546 1.00 0.00
593336 1.00 0.00
487242 0.66 0.34
1211820 0.66 0.34
816898 1.00 0.00
1101537 1.00 0.00
1513391 1.00 0.00
788221 1.00 0.00
1059466 0.69 0.31
1225575 0.64 0.36
334547 1.00 0.00
670711 0.73 0.27
650074 0.99 0.01
19487 0.07 0.93
1043618 0.97 0.03
77275 0.01 0.99
1164049 0.98 0.02
880753 0.72 0.28
733892 0.99 0.01
864167 0.98 0.02
679566 1.00 0.00
862073 0.99 0.01
710985 0.44 0.56
1087860 1.00 0.00
544228 1.00 0.00
1459610 1.00 0.00
1429497 1.00 0.00
1356915 1.00 0.00
158749 0.71 0.29
31426 0.00 1.00
157527 0.17 0.83
718514 1.00 0.00
1376999 0.98 0.02
1154389 1.00 0.00
1089745 1.00 0.00
1286638 0.48 0.52
952915 0.99 0.01
1056752 1.00 0.00
461373 0.89 0.11
652359 1.00 0.00
1284228 1.00 0.00
173963 0.00 1.00
1048883 0.61 0.39
1101927 0.99 0.01
1330650 0.62 0.38
1493011 0.89 0.11
773250 1.00 0.00
983374 0.99 0.01
85105 0.62 0.38
664313 0.54 0.46
1502393 1.00 0.00
1198613 1.00 0.00
896993 1.00 0.00
1357365 1.00 0.00
441738 0.89 0.11
598465 0.95 0.05
1237115 1.00 0.00
535063 0.82 0.18
450832 0.82 0.18
1439648 1.00 0.00
991591 0.76 0.24
144694 0.05 0.95
1533219 0.91 0.09
533299 0.91 0.09
112198 0.00 1.00
934693 1.00 0.00
895074 1.00 0.00
838153 0.98 0.02
692037 1.00 0.00
1048759 0.79 0.21
1501756 1.00 0.00
655546 0.99 0.01
890326 0.98 0.02
1057727 0.96 0.04
508135 1.00 0.00
391695 1.00 0.00
1253893 0.52 0.48
546386 1.00 0.00
354307 0.99 0.01
1287273 1.00 0.00
422361 0.81 0.19
474397 0.94 0.06
1386218 0.83 0.17
793918 0.75 0.25
458141 1.00 0.00
881440 1.00 0.00
483587 0.99 0.01
320049 0.93 0.07
11494 0.20 0.80
866580 0.99 0.01
753515 1.00 0.00
922014 0.98 0.02
1497217 1.00 0.00
366719 1.00 0.00
1445989 0.57 0.43
121199 0.00 1.00
978882 1.00 0.00
1226645 1.00 0.00
888740 1.00 0.00
1208724 1.00 0.00
1484662 1.00 0.00
112471 0.02 0.98
1260277 0.41 0.59
665984 0.47 0.53
395437 0.90 0.10
1130904 1.00 0.00
1167480 0.53 0.47
1317566 1.00 0.00
324801 1.00 0.00
624254 0.40 0.60
1012824 0.82 0.18
1306176 0.83 0.17
122353 0.74 0.26
1176372 1.00 0.00
503225 0.99 0.01
1497259 1.00 0.00
1451736 0.98 0.02
739283 1.00 0.00
1534725 0.97 0.03
1390801 0.92 0.08
64989 0.00 1.00
523345 0.99 0.01
1225343 0.97 0.03
640398 1.00 0.00
318384 1.00 0.00
67440 0.01 0.99
143361 0.04 0.96
868597 0.57 0.43
99191 0.30 0.70
783184 1.00 0.00
37740 0.30 0.70
1248864 0.39 0.61
154930 0.17 0.83
385752 1.00 0.00
1238369 1.00 0.00
1276683 1.00 0.00
742261 1.00 0.00
1407901 1.00 0.00
909449 0.92 0.08
1078343 1.00 0.00
1119909 1.00 0.00
1090588 1.00 0.00
1097341 0.91 0.09
1371007 0.94 0.06
1214456 1.00 0.00
375788 1.00 0.00
1425201 0.35 0.65
1329429 0.58 0.42
990009 0.92 0.08
1068174 0.89 0.11
1419872 1.00 0.00
1001823 0.99 0.01
824138 0.97 0.03
1337064 0.86 0.14
1101494 1.00 0.00
1007208 0.97 0.03
1266584 0.99 0.01
1227604 1.00 0.00
692490 1.00 0.00
953335 0.81 0.19
115896 0.34 0.66
1073514 1.00 0.00
77265 0.15 0.85
98241 0.00 1.00
877706 1.00 0.00
649085 0.94 0.06
388279 1.00 0.00
7870 0.00 1.00
1230025 0.99 0.01
342753 1.00 0.00
1101906 1.00 0.00
435292 1.00 0.00
519216 1.00 0.00
314694 0.74 0.26
552652 0.88 0.12
1473478 0.98 0.02
1103484 0.98 0.02
933222 1.00 0.00
392464 0.99 0.01
780835 1.00 0.00
835700 0.69 0.31
1148808 0.99 0.01
1496181 0.54 0.46
954239 1.00 0.00
91572 0.76 0.24
989693 1.00 0.00
646531 0.97 0.03
627474 0.85 0.15
15024 0.27 0.73
806122 1.00 0.00
842798 0.49 0.51
59200 0.01 0.99
937355 0.76 0.24
1062277 1.00 0.00
685788 0.97 0.03
606891 1.00 0.00
160236 0.44 0.56
605278 0.95 0.05
1196662 1.00 0.00
12290 0.68 0.32
1322289 0.82 0.18
1302012 1.00 0.00
942477 0.91 0.09
537043 0.74 0.26
1311697 0.93 0.07
1359245 0.99 0.01
430965 1.00 0.00
581710 0.96 0.04
1105348 1.00 0.00
844147 0.98 0.02
1054741 0.98 0.02
922892 1.00 0.00
393856 0.87 0.13
1277521 0.96 0.04
1501439 0.87 0.13
342755 1.00 0.00
1180320 1.00 0.00
992566 0.59 0.41
1462329 0.85 0.15
337955 1.00 0.00
1302936 1.00 0.00
120906 0.08 0.92
1477217 1.00 0.00
58834 0.07 0.93
404465 0.79 0.21
975265 0.85 0.15
42604 0.13 0.87
1473464 1.00 0.00
1105840 1.00 0.00
1287074 0.54 0.46
705078 0.81 0.19
432250 0.96 0.04
33229 0.11 0.89
983377 1.00 0.00
180344 0.47 0.53
1172200 0.91 0.09
951288 0.93 0.07
1367755 1.00 0.00
573984 0.92 0.08
407665 1.00 0.00
438651 1.00 0.00
10229 0.04 0.96
1134318 1.00 0.00
1135798 0.70 0.30
172234 0.00 1.00
1420158 1.00 0.00
1172348 0.92 0.08
324852 1.00 0.00
1302759 1.00 0.00
1254225 0.86 0.14
1149910 1.00 0.00
1473526 0.98 0.02
549244 0.24 0.76
1042264 0.98 0.02
17133 0.87 0.13
681405 0.84 0.16
596725 0.39 0.61
571406 1.00 0.00
507222 1.00 0.00
157596 0.29 0.71
60285 0.00 1.00
1030798 1.00 0.00
757091 1.00 0.00
91000 0.07 0.93
665990 1.00 0.00
1393850 1.00 0.00
1211887 1.00 0.00
1329240 1.00 0.00
830690 1.00 0.00
1015508 1.00 0.00
60392 0.06 0.94
66450 0.00 1.00
534916 0.99 0.01
334968 0.99 0.01
366714 1.00 0.00
738655 0.97 0.03
1492976 0.78 0.22
435294 0.98 0.02
912042 0.99 0.01
28795 0.00 1.00
80224 0.04 0.96
284903 0.04 0.96
19226 0.57 0.43
524249 0.75 0.25
1315898 1.00 0.00
63046 0.06 0.94
1376991 0.85 0.15
984525 0.71 0.29
1355209 1.00 0.00
1187941 0.98 0.02
1347475 1.00 0.00
26943 0.00 1.00
320000 1.00 0.00
142029 0.00 1.00
151997 0.03 0.97
1307399 1.00 0.00
780256 1.00 0.00
275852 0.01 0.99
703346 0.99 0.01
698711 1.00 0.00
787057 1.00 0.00
1460055 1.00 0.00
22786 0.10 0.90
1178936 1.00 0.00
78687 0.08 0.92
649083 0.92 0.08
660426 1.00 0.00
456927 1.00 0.00
721710 1.00 0.00
1150579 0.91 0.09
1010778 0.98 0.02
1156545 1.00 0.00
933471 1.00 0.00
58231 0.32 0.68
718113 0.92 0.08
700299 1.00 0.00
95190 0.79 0.21
726891 0.99 0.01
599855 0.98 0.02
1518484 0.98 0.02
755964 0.98 0.02
1453909 0.56 0.44
379722 0.98 0.02
1200872 0.99 0.01
1431198 1.00 0.00
144625 0.00 1.00
745653 1.00 0.00
627479 1.00 0.00
989970 0.89 0.11
1123964 0.00 1.00
1543294 0.95 0.05
1069341 0.63 0.37
669335 1.00 0.00
55070 0.18 0.82
205288 0.79 0.21
10913 0.02 0.98
526236 1.00 0.00
28779 0.01 0.99
1381685 0.91 0.09
1129876 0.36 0.64
350044 1.00 0.00
59198 0.11 0.89
1061244 0.54 0.46
814939 0.99 0.01
692214 1.00 0.00
352901 1.00 0.00
564337 0.91 0.09
1536473 1.00 0.00
472731 1.00 0.00
981731 0.91 0.09
670133 1.00 0.00
1318419 1.00 0.00
328655 1.00 0.00
577188 0.76 0.24
902919 1.00 0.00
570409 1.00 0.00
649789 1.00 0.00
1161549 1.00 0.00
614626 1.00 0.00
1374346 0.98 0.02
359122 0.98 0.02
483542 0.15 0.85
89887 0.93 0.07
476980 0.99 0.01
558967 1.00 0.00
528623 1.00 0.00
1150925 1.00 0.00
628030 0.81 0.19
1309842 1.00 0.00
992955 1.00 0.00
933507 0.98 0.02
1172699 0.96 0.04
1290876 0.86 0.14
1172330 0.91 0.09
1444825 0.99 0.01
1076996 0.61 0.39
1515399 0.75 0.25
755252 0.93 0.07
807598 1.00 0.00
841848 1.00 0.00
45924 0.38 0.62
86609 0.03 0.97
692212 0.83 0.17
1207170 1.00 0.00
64725 0.05 0.95
1055371 0.99 0.01
360983 1.00 0.00
1370982 0.59 0.41
757116 1.00 0.00
1094138 0.84 0.16
1275466 1.00 0.00
735331 1.00 0.00
481798 1.00 0.00
85348 0.97 0.03
635315 0.98 0.02
968082 0.88 0.12
1084165 1.00 0.00
3808 0.00 1.00
1256635 1.00 0.00
83945 0.65 0.35
556902 0.95 0.05
593324 0.95 0.05
1315092 0.98 0.02
59174 0.07 0.93
1157259 0.55 0.45
1000682 1.00 0.00
74152 0.31 0.69
24323 0.00 1.00
98955 0.00 1.00
1603 0.02 0.98
1499135 1.00 0.00
435762 0.68 0.32
867339 1.00 0.00
755231 1.00 0.00
521019 0.99 0.01
1402654 0.96 0.04
20588 0.00 1.00
1141657 0.51 0.49
72835 0.11 0.89
1138205 0.32 0.68
601317 0.98 0.02
861523 0.99 0.01
463565 1.00 0.00
19600 0.21 0.79
340753 0.99 0.01
1104442 1.00 0.00
1458659 1.00 0.00
1541863 0.96 0.04
594805 0.63 0.37
378035 0.98 0.02
18302 0.01 0.99
658902 1.00 0.00
827750 0.98 0.02
1365328 1.00 0.00
1407945 1.00 0.00
852279 0.98 0.02
1168980 1.00 0.00
776605 1.00 0.00
40376 0.01 0.99
1212772 0.95 0.05
1495165 0.55 0.45
105109 0.00 1.00
1025725 1.00 0.00
87644 0.00 1.00
693983 1.00 0.00
1162683 0.99 0.01
564384 0.97 0.03
1084174 1.00 0.00
1162194 0.98 0.02
91549 0.01 0.99
174000 0.03 0.97
1446467 0.95 0.05
1396040 1.00 0.00
620328 1.00 0.00
483988 1.00 0.00
1290595 0.89 0.11
1000744 1.00 0.00
1388135 0.79 0.21
681407 1.00 0.00
935197 0.96 0.04
1037761 0.85 0.15
844140 0.94 0.06
244959 0.02 0.98
1404347 0.99 0.01
494367 0.90 0.10
654407 0.80 0.20
917332 0.98 0.02
325173 1.00 0.00
438303 1.00 0.00
668519 0.96 0.04
916906 0.98 0.02
1501542 0.80 0.20
842855 1.00 0.00
1071626 0.99 0.01
726205 1.00 0.00
1424685 0.97 0.03
1483681 1.00 0.00
1060915 1.00 0.00
520270 0.99 0.01
1007867 0.05 0.95
325160 0.99 0.01
1173957 0.99 0.01
619305 0.96 0.04
1048443 0.69 0.31
484494 0.95 0.05
600701 1.00 0.00
807612 1.00 0.00
52845 0.00 1.00
371456 1.00 0.00
435295 0.97 0.03
29944 0.03 0.97
1233126 1.00 0.00
590300 0.51 0.49
1408109 0.96 0.04
1357826 0.98 0.02
844107 1.00 0.00
1084171 0.99 0.01
841661 0.55 0.45
19511 0.05 0.95
1150356 1.00 0.00
1219375 1.00 0.00
455061 0.99 0.01
1137220 1.00 0.00
705182 1.00 0.00
809957 1.00 0.00
1197933 1.00 0.00
81904 0.00 1.00
249168 0.07 0.93
1131203 0.91 0.09
1365362 1.00 0.00
1140680 1.00 0.00
466603 0.92 0.08
1015511 0.92 0.08
1278901 1.00 0.00
779703 0.95 0.05
1164028 0.99 0.01
390032 0.80 0.20
644126 1.00 0.00
938050 0.98 0.02
777763 0.61 0.39
1237431 0.79 0.21
1475071 1.00 0.00
1172358 1.00 0.00
888762 1.00 0.00
1369762 0.87 0.13
954003 0.92 0.08
655995 1.00 0.00
331034 1.00 0.00
1423798 0.84 0.16
1314206 1.00 0.00
1130921 0.97 0.03
821538 1.00 0.00
909423 0.85 0.15
506188 1.00 0.00
1373722 0.96 0.04
191304 0.71 0.29
1276940 1.00 0.00
521086 0.79 0.21
483595 0.91 0.09
896711 0.99 0.01
1429500 1.00 0.00
359097 0.98 0.02
624970 1.00 0.00
942171 1.00 0.00
1233335 0.30 0.70
1230330 1.00 0.00
777660 0.99 0.01
583065 1.00 0.00
642750 1.00 0.00
719737 0.87 0.13
1395497 1.00 0.00
983899 0.99 0.01
1129186 0.94 0.06
1343821 0.96 0.04
142038 0.31 0.69
1233333 0.97 0.03
1090572 1.00 0.00
782398 1.00 0.00
1449078 0.99 0.01
1095153 0.99 0.01
738571 1.00 0.00
843598 1.00 0.00
1509359 1.00 0.00
962274 0.96 0.04
1288239 1.00 0.00
1444074 1.00 0.00
623190 1.00 0.00
333206 0.99 0.01
51197 0.45 0.55
83868 0.46 0.54
599880 1.00 0.00
923588 0.69 0.31
10291 0.34 0.66
566580 0.99 0.01
613537 1.00 0.00
1513765 1.00 0.00
961371 1.00 0.00
5918 0.00 1.00
1469479 1.00 0.00
1104174 0.96 0.04
894136 1.00 0.00
403806 0.92 0.08
494357 0.99 0.01
1095810 0.87 0.13
778201 1.00 0.00
760952 1.00 0.00
375823 0.81 0.19
1104259 0.94 0.06
350294 1.00 0.00
991038 0.94 0.06
1060925 1.00 0.00
364562 0.33 0.67
91848 0.60 0.40
583066 0.83 0.17
1360055 0.96 0.04
1055376 0.84 0.16
1230548 0.98 0.02
1543870 0.91 0.09
1187857 0.18 0.82
119346 0.04 0.96
934688 1.00 0.00
1408939 0.86 0.14
1540470 1.00 0.00
1160242 1.00 0.00
1214435 1.00 0.00
544500 0.99 0.01
1466028 1.00 0.00
594566 1.00 0.00
1248869 0.91 0.09
1187220 0.76 0.24
1477787 1.00 0.00
1180341 1.00 0.00
1238073 1.00 0.00
1051528 1.00 0.00
750411 0.16 0.84
102236 0.01 0.99
773565 0.81 0.19
520357 1.00 0.00
922321 0.95 0.05
467586 0.99 0.01
1293976 0.92 0.08
1102818 1.00 0.00
1238058 0.99 0.01
873380 1.00 0.00
455677 1.00 0.00
541909 1.00 0.00
333224 0.99 0.01
325545 0.86 0.14
549253 0.92 0.08
335089 1.00 0.00
1321598 0.99 0.01
1010462 0.99 0.01
436456 0.65 0.35
1456186 0.99 0.01
334539 0.97 0.03
100450 0.37 0.63
1541222 1.00 0.00
421632 0.97 0.03
141999 0.01 0.99
443951 1.00 0.00
1474080 1.00 0.00
392449 0.54 0.46
498398 1.00 0.00
681382 1.00 0.00
1139034 0.85 0.15
1373543 1.00 0.00
449415 0.25 0.75
1165132 1.00 0.00
593188 0.85 0.15
784214 0.99 0.01
1093265 1.00 0.00
100470 0.34 0.66
395274 1.00 0.00
1044084 0.43 0.57
27860 0.00 1.00
1224223 1.00 0.00
535715 1.00 0.00
879449 0.09 0.91
1287201 0.99 0.01
684584 0.94 0.06
1172362 0.93 0.07
1543 0.31 0.69
846798 0.61 0.39
519347 1.00 0.00
917855 0.83 0.17
455067 0.99 0.01
482361 1.00 0.00
362359 0.94 0.06
197885 0.00 1.00
1076984 0.34 0.66
1316319 1.00 0.00
483516 0.37 0.63
1042219 0.99 0.01
1025724 0.99 0.01
832168 1.00 0.00
1045 0.02 0.98
1362217 0.99 0.01
504060 0.82 0.18
720344 0.82 0.18
386241 0.90 0.10
1310535 1.00 0.00
1322284 0.99 0.01
379232 1.00 0.00
1419688 0.72 0.28
1253844 1.00 0.00
507203 1.00 0.00
520337 0.36 0.64
1478752 1.00 0.00
314493 1.00 0.00
678415 0.50 0.50
1488871 1.00 0.00
1453933 0.23 0.77
1095146 1.00 0.00
582961 0.59 0.41
1018777 1.00 0.00
737862 1.00 0.00
512635 1.00 0.00
542808 0.73 0.27
120585 0.03 0.97
1419618 1.00 0.00
338223 0.07 0.93
857249 0.66 0.34
514588 1.00 0.00
1101917 1.00 0.00
593054 0.48 0.52
513164 0.49 0.51
700362 1.00 0.00
411173 0.99 0.01
1202453 0.99 0.01
383984 0.99 0.01
1226692 0.97 0.03
1110404 1.00 0.00
626717 0.77 0.23
492637 1.00 0.00
413486 0.55 0.45
602304 0.93 0.07
1382064 0.98 0.02
912043 1.00 0.00
1164055 1.00 0.00
686411 0.53 0.47
393819 1.00 0.00
77246 0.08 0.92
923637 0.90 0.10
55064 0.00 1.00
1133340 1.00 0.00
1105701 0.96 0.04
1452265 1.00 0.00
1421016 0.99 0.01
897327 1.00 0.00
627920 0.87 0.13
889554 1.00 0.00
1538176 0.69 0.31
763179 0.99 0.01
409189 1.00 0.00
48109 0.06 0.94
1483652 0.73 0.27
80605 0.01 0.99
721303 1.00 0.00
950041 0.98 0.02
450082 0.99 0.01
145466 0.15 0.85
511178 1.00 0.00
1080634 1.00 0.00
411616 1.00 0.00
907696 1.00 0.00
593329 0.96 0.04
1304512 0.89 0.11
1069116 0.17 0.83
739028 1.00 0.00
553103 1.00 0.00
607271 1.00 0.00
1142841 0.90 0.10
1263521 1.00 0.00
670757 1.00 0.00
1354288 1.00 0.00
1218344 0.99 0.01
1431236 0.94 0.06
531250 0.02 0.98
698458 0.91 0.09
1486460 1.00 0.00
996621 1.00 0.00
1260976 0.99 0.01
314632 1.00 0.00
461058 0.99 0.01
684595 1.00 0.00
1546138 0.98 0.02
595206 1.00 0.00
893089 1.00 0.00
1419672 1.00 0.00
598432 1.00 0.00
1133614 0.70 0.30
852615 1.00 0.00
838262 0.98 0.02
460486 1.00 0.00
1217634 1.00 0.00
325537 0.76 0.24
340820 0.88 0.12
1524132 0.11 0.89
83582 0.00 1.00
1431311 1.00 0.00
1280776 0.24 0.76
782666 0.98 0.02
94435 0.11 0.89
1420390 0.99 0.01
482118 0.76 0.24
561220 0.97 0.03
499840 0.92 0.08
1014522 1.00 0.00
1347430 0.99 0.01
1302008 1.00 0.00
541550 1.00 0.00
396237 0.99 0.01
792143 1.00 0.00
473278 0.97 0.03
1113888 1.00 0.00
1181006 1.00 0.00
1439213 0.96 0.04
1495514 0.99 0.01
1205234 1.00 0.00
782270 1.00 0.00
1257250 1.00 0.00
1500932 1.00 0.00
1020720 1.00 0.00
736728 0.99 0.01
219632 0.00 1.00
958877 1.00 0.00
489817 0.93 0.07
499813 0.90 0.10
946736 1.00 0.00
1363627 0.99 0.01
806927 0.99 0.01
209990 0.22 0.78
947363 1.00 0.00
911818 0.30 0.70
344643 0.82 0.18
792268 0.74 0.26
782237 1.00 0.00
354967 1.00 0.00
780278 0.81 0.19
982739 0.99 0.01
79063 0.64 0.36
917843 0.99 0.01
752422 0.83 0.17
640702 0.90 0.10
566936 0.97 0.03
1329456 1.00 0.00
1353376 0.98 0.02
157531 0.09 0.91
1054865 0.39 0.61
523825 1.00 0.00
926611 1.00 0.00
453492 1.00 0.00
65739 0.03 0.97
1181789 0.97 0.03
109250 0.25 0.75
914749 0.98 0.02
649797 0.99 0.01
554087 1.00 0.00
160524 0.75 0.25
1360089 0.45 0.55
1321047 0.89 0.11
1350316 0.99 0.01
467709 0.94 0.06
1026342 0.98 0.02
1014902 1.00 0.00
737349 1.00 0.00
897330 1.00 0.00
375437 1.00 0.00
499001 1.00 0.00
1378184 1.00 0.00
1218789 1.00 0.00
1059431 0.88 0.12
1178939 1.00 0.00
862729 0.98 0.02
923656 0.99 0.01
75201 0.06 0.94
918692 0.81 0.19
1004629 0.90 0.10
646509 1.00 0.00
28350 0.13 0.87
1183085 0.92 0.08
1064087 0.99 0.01
1106234 1.00 0.00
1416580 0.48 0.52
96557 0.00 1.00
1337329 0.99 0.01
632181 0.86 0.14
1132043 0.98 0.02
956746 1.00 0.00
728672 1.00 0.00
48299 0.01 0.99
750006 1.00 0.00
1399253 0.67 0.33
1361927 1.00 0.00
355569 0.99 0.01
1317592 1.00 0.00
83924 0.32 0.68
43159 0.10 0.90
824719 1.00 0.00
1075789 1.00 0.00
1280206 0.35 0.65
130888 0.00 1.00
910796 0.93 0.07
1256476 0.36 0.64
1234996 1.00 0.00
622375 1.00 0.00
1157277 0.87 0.13
171402 0.88 0.12
1341316 1.00 0.00
490221 0.31 0.69
1215927 0.44 0.56
1084250 0.76 0.24
1530683 0.64 0.36
1092781 1.00 0.00
1393738 1.00 0.00
746333 0.99 0.01
665562 0.97 0.03
711753 0.99 0.01
407507 1.00 0.00
753211 0.93 0.07
36102 0.10 0.90
1187436 0.90 0.10
391040 1.00 0.00
862072 0.99 0.01
1499796 0.90 0.10
1369032 1.00 0.00
1309224 0.48 0.52
560747 1.00 0.00
85330 0.00 1.00
458866 0.98 0.02
631946 1.00 0.00
975822 0.98 0.02
342639 0.71 0.29
917191 0.54 0.46
681391 0.99 0.01
1118469 1.00 0.00
1741 0.00 1.00
526267 0.15 0.85
489828 1.00 0.00
49156 0.00 1.00
833610 1.00 0.00
1171500 1.00 0.00
432270 0.82 0.18
399914 0.89 0.11
1351399 0.65 0.35
554801 1.00 0.00
1066808 0.97 0.03
812266 1.00 0.00
404703 0.94 0.06
1380557 1.00 0.00
481987 0.59 0.41
441885 1.00 0.00
471947 1.00 0.00
426912 1.00 0.00
64911 0.00 1.00
48806 0.00 1.00
1254398 0.81 0.19
986379 0.44 0.56
1147084 1.00 0.00
820367 1.00 0.00
1293935 1.00 0.00
637012 1.00 0.00
709089 1.00 0.00
38611 0.01 0.99
692492 0.94 0.06
91344 0.00 1.00
368659 1.00 0.00
1420131 1.00 0.00
1222780 0.98 0.02
1128919 1.00 0.00
1107713 0.73 0.27
769431 0.68 0.32
95163 0.27 0.73
487017 1.00 0.00
1324529 0.34 0.66
893740 1.00 0.00
993846 0.96 0.04
456214 1.00 0.00
322017 1.00 0.00
38918 0.30 0.70
863404 1.00 0.00
1478851 0.96 0.04
1502849 0.64 0.36
1162693 0.67 0.33
1204041 0.99 0.01
778198 1.00 0.00
1050225 1.00 0.00
542812 0.98 0.02
885157 0.83 0.17
124282 0.02 0.98
349025 1.00 0.00
734586 1.00 0.00
1065739 1.00 0.00
736126 1.00 0.00
656002 1.00 0.00
1199264 0.99 0.01
980348 0.11 0.89
1386071 0.46 0.54
120538 0.04 0.96
1505348 0.99 0.01
1042248 1.00 0.00
1495135 1.00 0.00
1297751 0.28 0.72
511927 0.91 0.09
600800 1.00 0.00
131380 0.09 0.91
47740 0.00 1.00
917850 1.00 0.00
411031 1.00 0.00
461628 1.00 0.00
1095177 0.21 0.79
141576 0.17 0.83
1521500 0.98 0.02
577155 0.99 0.01
418723 0.96 0.04
1159114 0.38 0.62
1205224 1.00 0.00
1196671 1.00 0.00
591516 1.00 0.00
1218309 0.94 0.06
325673 0.96 0.04
340852 0.71 0.29
1180668 1.00 0.00
857188 0.99 0.01
914513 0.99 0.01
1225370 0.57 0.43
368049 0.94 0.06
411258 0.93 0.07
1005004 1.00 0.00
1243194 0.96 0.04
1183653 1.00 0.00
1140984 0.09 0.91
1242718 0.79 0.21
710975 0.08 0.92
1393481 1.00 0.00
666081 1.00 0.00
401102 1.00 0.00
665560 0.55 0.45
1294082 0.80 0.20
1230477 0.95 0.05
148451 0.01 0.99
781355 0.76 0.24
40655 0.35 0.65
903516 0.97 0.03
478457 0.94 0.06
565825 0.95 0.05
760227 1.00 0.00
407515 0.99 0.01
1290591 1.00 0.00
908520 0.98 0.02
1539347 1.00 0.00
838179 0.87 0.13
463498 1.00 0.00
1162268 0.79 0.21
442683 0.92 0.08
1292003 0.73 0.27
870878 1.00 0.00
748055 0.93 0.07
1474300 1.00 0.00
1171058 1.00 0.00
615581 0.99 0.01
1475072 1.00 0.00
1486452 1.00 0.00
1509382 0.96 0.04
1488823 1.00 0.00
1296793 1.00 0.00
1026166 0.99 0.01
1507460 0.98 0.02
1205195 1.00 0.00
529339 0.96 0.04
632884 0.99 0.01
1395437 1.00 0.00
756847 1.00 0.00
987210 0.98 0.02
1209206 0.96 0.04
461802 0.99 0.01
986157 1.00 0.00
894901 1.00 0.00
91550 0.71 0.29
495732 1.00 0.00
1371312 0.85 0.15
1323341 0.99 0.01
6706 0.01 0.99
1018494 0.93 0.07
1240100 0.76 0.24
1373535 1.00 0.00
341801 0.99 0.01
1238043 1.00 0.00
637311 0.99 0.01
1180316 1.00 0.00
1426623 0.99 0.01
1246235 1.00 0.00
1315972 0.59 0.41
529484 0.99 0.01
127567 0.03 0.97
40649 0.47 0.53
523504 0.86 0.14
1090193 0.86 0.14
1473931 1.00 0.00
646533 0.98 0.02
354301 0.97 0.03
1468324 0.99 0.01
1301155 0.97 0.03
657641 0.74 0.26
80728 0.28 0.72
691014 0.98 0.02
1031139 0.52 0.48
1519042 1.00 0.00
1408083 1.00 0.00
1271225 1.00 0.00
120849 0.00 1.00
829250 0.89 0.11
1356912 1.00 0.00
891910 0.36 0.64
680927 0.88 0.12
416870 0.98 0.02
667074 1.00 0.00
1231591 0.94 0.06
1509729 0.88 0.12
143266 0.25 0.75
770590 0.99 0.01
873388 0.84 0.16
874126 0.99 0.01
593331 0.99 0.01
832748 0.99 0.01
1501752 1.00 0.00
1341306 0.94 0.06
547331 1.00 0.00
1106201 1.00 0.00
1280070 1.00 0.00
1220248 0.97 0.03
1181370 1.00 0.00
1452240 0.97 0.03
1126643 0.83 0.17
774151 0.46 0.54
1051159 0.84 0.16
1051157 0.47 0.53
1112100 1.00 0.00
1083278 1.00 0.00
1192389 0.73 0.27
1317007 0.99 0.01
984550 0.61 0.39
463623 0.94 0.06
523531 0.99 0.01
157626 0.42 0.58
1271309 0.94 0.06
1244073 1.00 0.00
998909 1.00 0.00
598878 0.99 0.01
541565 0.94 0.06
344627 1.00 0.00
368565 1.00 0.00
63023 0.28 0.72
602108 0.98 0.02
336540 0.78 0.22
1351814 1.00 0.00
769953 1.00 0.00
1391496 1.00 0.00
1538217 1.00 0.00
823982 1.00 0.00
461806 0.09 0.91
1337400 0.78 0.22
107897 0.04 0.96
1296199 0.99 0.01
3584 0.02 0.98
957771 0.21 0.79
543825 0.98 0.02
494325 1.00 0.00
1043265 1.00 0.00
372589 1.00 0.00
823968 0.97 0.03
528752 1.00 0.00
131439 0.42 0.58
445290 0.07 0.93
375072 1.00 0.00
1310309 1.00 0.00
1391775 1.00 0.00
391018 0.99 0.01
344899 1.00 0.00
615658 1.00 0.00
1214472 0.99 0.01
1410911 1.00 0.00
525156 0.20 0.80
555032 0.83 0.17
1145506 0.90 0.10
524254 0.80 0.20
144095 0.03 0.97
1350831 0.94 0.06
158755 0.70 0.30
