id quake blast
514618 1.00 0.00
720343 0.86 0.14
1026373 0.65 0.35
1511456 1.00 0.00
1125396 0.73 0.27
356049 1.00 0.00
1369020 0.36 0.64
496654 1.00 0.00
1373742 0.93 0.07
710782 0.36 0.64
95445 0.00 1.00
313032 0.36 0.64
641485 0.93 0.07
103139 0.18 0.82
1432872 0.99 0.01
1084172 1.00 0.00
683282 1.00 0.00
692352 1.00 0.00
1432857 1.00 0.00
1533620 0.98 0.02
633319 0.61 0.39
35192 0.34 0.66
1169998 1.00 0.00
1313651 0.92 0.08
457369 1.00 0.00
58018 0.03 0.97
975097 1.00 0.00
1052321 0.99 0.01
513141 1.00 0.00
609317 0.66 0.34
1182171 0.99 0.01
1132774 1.00 0.00
845058 0.98 0.02
785197 0.99 0.01
1349470 1.00 0.00
59790 0.00 1.00
492616 1.00 0.00
1073384 1.00 0.00
328660 1.00 0.00
473446 1.00 0.00
235075 0.00 1.00
620945 0.93 0.07
1232386 1.00 0.00
1495194 1.00 0.00
9925 0.05 0.95
1014142 1.00 0.00
968578 0.84 0.16
1416577 0.02 0.98
104015 0.56 0.44
1328761 0.98 0.02
320042 1.00 0.00
1062327 0.29 0.71
1031394 1.00 0.00
1004124 0.99 0.01
345301 0.97 0.03
506309 0.97 0.03
1278914 0.61 0.39
1421136 0.77 0.23
666614 0.63 0.37
453479 1.00 0.00
646585 0.19 0.81
1424669 1.00 0.00
1465906 0.99 0.01
525071 0.95 0.05
1470333 0.98 0.02
92382 0.08 0.92
711731 0.97 0.03
606066 1.00 0.00
155691 0.00 1.00
205275 0.22 0.78
844110 1.00 0.00
888591 1.00 0.00
537266 1.00 0.00
483659 0.91 0.09
894576 1.00 0.00
812574 1.00 0.00
666417 1.00 0.00
33210 0.09 0.91
409233 0.68 0.32
563326 0.99 0.01
657622 1.00 0.00
340018 0.87 0.13
1287087 1.00 0.00
1025754 1.00 0.00
96803 0.13 0.87
821296 0.82 0.18
383525 0.59 0.41
1117059 1.00 0.00
783147 0.98 0.02
571372 0.96 0.04
148974 0.00 1.00
48647 0.00 1.00
1161224 0.92 0.08
445372 1.00 0.00
1131201 0.73 0.27
42350 0.00 1.00
22561 0.15 0.85
958147 0.99 0.01
1275961 1.00 0.00
658893 1.00 0.00
961256 0.71 0.29
1436716 1.00 0.00
45489 0.00 1.00
1448693 0.98 0.02
1242543 1.00 0.00
1505113 0.05 0.95
1284281 0.82 0.18
1068876 1.00 0.00
499338 1.00 0.00
831898 0.08 0.92
1221714 0.83 0.17
1083004 1.00 0.00
998967 1.00 0.00
1505415 0.99 0.01
653516 0.99 0.01
91838 0.66 0.34
647651 1.00 0.00
107504 0.08 0.92
860321 0.75 0.25
951282 0.99 0.01
1199497 0.91 0.09
683970 1.00 0.00
359072 0.99 0.01
1420143 1.00 0.00
893075 0.98 0.02
1378226 0.75 0.25
1012867 0.71 0.29
67489 0.00 1.00
180640 0.03 0.97
563597 1.00 0.00
1315945 1.00 0.00
86548 0.80 0.20
1280080 1.00 0.00
1433056 1.00 0.00
1232415 0.75 0.25
82661 0.39 0.61
1438018 0.84 0.16
541558 1.00 0.00
411123 0.21 0.79
600725 1.00 0.00
145541 0.54 0.46
1149241 0.95 0.05
421261 0.58 0.42
619048 1.00 0.00
994861 1.00 0.00
445344 1.00 0.00
1126527 1.00 0.00
438623 0.99 0.01
1408924 0.99 0.01
91349 0.01 0.99
1395099 1.00 0.00
1329444 0.87 0.13
1170801 0.85 0.15
100974 0.25 0.75
385751 1.00 0.00
1006223 0.96 0.04
1045085 1.00 0.00
630877 1.00 0.00
966770 0.33 0.67
1518342 1.00 0.00
1113756 1.00 0.00
1025696 0.96 0.04
51574 0.00 1.00
955446 1.00 0.00
1141908 1.00 0.00
1184957 0.97 0.03
259056 0.32 0.68
870889 0.99 0.01
491274 1.00 0.00
1183694 0.99 0.01
129173 0.00 1.00
1340982 1.00 0.00
89938 0.05 0.95
1220252 0.98 0.02
1095805 0.96 0.04
829156 1.00 0.00
739436 1.00 0.00
1399949 0.85 0.15
1459288 1.00 0.00
1085039 0.97 0.03
1233788 0.50 0.50
1105368 1.00 0.00
614859 1.00 0.00
1524804 0.98 0.02
594792 0.52 0.48
483494 1.00 0.00
867743 1.00 0.00
1204124 1.00 0.00
1130894 1.00 0.00
1513384 0.28 0.72
1094123 0.76 0.24
1352578 0.43 0.57
494354 1.00 0.00
345963 1.00 0.00
1363608 1.00 0.00
371392 1.00 0.00
1329243 0.61 0.39
484009 0.99 0.01
605556 0.90 0.10
666216 1.00 0.00
734120 0.99 0.01
1083015 1.00 0.00
337956 1.00 0.00
1085029 1.00 0.00
1170055 0.89 0.11
617789 1.00 0.00
81547 0.56 0.44
611239 1.00 0.00
43529 0.02 0.98
17109 0.01 0.99
758214 1.00 0.00
306801 0.48 0.52
1332259 1.00 0.00
851619 1.00 0.00
331904 0.69 0.31
434423 0.39 0.61
641319 1.00 0.00
411161 1.00 0.00
180641 0.00 1.00
1080704 1.00 0.00
96170 0.34 0.66
708168 1.00 0.00
670761 0.98 0.02
61162 0.05 0.95
1495190 0.64 0.36
1190382 0.97 0.03
1383630 1.00 0.00
1180968 0.99 0.01
782194 0.89 0.11
900658 1.00 0.00
934724 0.99 0.01
1462237 0.99 0.01
656958 0.99 0.01
615560 1.00 0.00
511908 0.99 0.01
1200923 0.67 0.33
485422 1.00 0.00
885406 0.97 0.03
706379 0.86 0.14
1099559 1.00 0.00
68926 0.00 1.00
439733 0.43 0.57
356025 0.54 0.46
438287 0.91 0.09
885371 0.99 0.01
850702 0.60 0.40
1197930 1.00 0.00
773262 1.00 0.00
1324026 1.00 0.00
860185 1.00 0.00
456921 1.00 0.00
1066513 0.97 0.03
718116 1.00 0.00
379737 1.00 0.00
1237261 1.00 0.00
1316318 0.30 0.70
792139 1.00 0.00
796762 0.73 0.27
127588 0.00 1.00
1419871 1.00 0.00
1407958 1.00 0.00
92320 0.55 0.45
851131 0.99 0.01
842285 0.99 0.01
314645 1.00 0.00
711493 1.00 0.00
1541346 0.62 0.38
617799 1.00 0.00
1079437 1.00 0.00
1255388 0.58 0.42
346336 1.00 0.00
504634 1.00 0.00
63080 0.38 0.62
1046673 0.97 0.03
366319 1.00 0.00
1316298 0.98 0.02
1039524 0.99 0.01
72663 0.87 0.13
1145104 0.87 0.13
972715 0.18 0.82
659676 0.97 0.03
558455 1.00 0.00
1341581 1.00 0.00
1013882 0.97 0.03
605113 0.55 0.45
1008791 1.00 0.00
411136 0.97 0.03
863397 1.00 0.00
641523 0.29 0.71
580778 0.89 0.11
1158711 0.61 0.39
923576 1.00 0.00
1097325 0.97 0.03
1196878 0.79 0.21
1348287 0.99 0.01
671146 1.00 0.00
609333 0.92 0.08
367772 0.96 0.04
481385 1.00 0.00
513124 1.00 0.00
1423248 1.00 0.00
1235404 1.00 0.00
1149196 0.99 0.01
1224804 1.00 0.00
65100 0.00 1.00
1241781 0.99 0.01
497159 1.00 0.00
441277 0.99 0.01
1505933 1.00 0.00
803252 1.00 0.00
639076 1.00 0.00
456649 1.00 0.00
77548 0.02 0.98
1191059 0.99 0.01
44561 0.85 0.15
1499990 0.84 0.16
1274377 1.00 0.00
420118 1.00 0.00
180316 0.00 1.00
664028 1.00 0.00
739645 0.96 0.04
1509760 0.99 0.01
81540 0.66 0.34
929127 0.51 0.49
847855 1.00 0.00
1318148 1.00 0.00
1394954 1.00 0.00
197361 0.20 0.80
874133 1.00 0.00
1327264 0.83 0.17
924280 0.88 0.12
95758 0.00 1.00
1540821 0.56 0.44
611101 1.00 0.00
1255546 0.99 0.01
922327 1.00 0.00
414418 0.99 0.01
1462897 0.79 0.21
96246 0.07 0.93
715493 1.00 0.00
896714 1.00 0.00
1152754 1.00 0.00
1346185 1.00 0.00
1165657 0.87 0.13
393834 0.97 0.03
398068 1.00 0.00
1531705 0.02 0.98
1521630 1.00 0.00
1505944 1.00 0.00
984302 0.99 0.01
66746 0.38 0.62
746154 0.77 0.23
1012802 0.80 0.20
992967 1.00 0.00
554578 1.00 0.00
1302509 1.00 0.00
640669 0.99 0.01
322000 0.86 0.14
39201 0.33 0.67
830162 1.00 0.00
705205 1.00 0.00
1305081 1.00 0.00
154799 0.09 0.91
380139 1.00 0.00
102304 0.00 1.00
1530813 0.97 0.03
563289 0.56 0.44
1493001 0.90 0.10
1219642 1.00 0.00
553265 0.82 0.18
782498 1.00 0.00
1329753 0.97 0.03
851645 1.00 0.00
19585 0.01 0.99
1192553 0.93 0.07
6567 0.18 0.82
929121 1.00 0.00
647671 0.58 0.42
1348415 0.98 0.02
1400714 0.48 0.52
1238352 1.00 0.00
61958 0.00 1.00
105436 0.00 1.00
50095 0.01 0.99
1359251 1.00 0.00
145006 0.95 0.05
1306408 1.00 0.00
1385008 0.73 0.27
825823 0.60 0.40
1392633 1.00 0.00
1299266 0.99 0.01
450283 1.00 0.00
510669 1.00 0.00
1538668 1.00 0.00
270934 0.00 1.00
1210527 1.00 0.00
805346 0.75 0.25
1242579 1.00 0.00
1078355 0.52 0.48
383211 0.99 0.01
726207 1.00 0.00
1356916 1.00 0.00
940221 1.00 0.00
1221662 1.00 0.00
1116032 0.96 0.04
191325 0.04 0.96
1166706 1.00 0.00
365796 0.99 0.01
19007 0.00 1.00
891707 1.00 0.00
61461 0.00 1.00
874090 1.00 0.00
563578 1.00 0.00
982356 0.99 0.01
887050 0.94 0.06
1064926 1.00 0.00
1474355 1.00 0.00
92301 0.21 0.79
1135028 0.99 0.01
655984 1.00 0.00
205155 0.00 1.00
1473508 0.97 0.03
1037732 1.00 0.00
912585 0.99 0.01
1043395 1.00 0.00
941053 1.00 0.00
1131266 0.77 0.23
364544 1.00 0.00
370108 0.97 0.03
1329432 0.95 0.05
720923 1.00 0.00
1324339 1.00 0.00
1354076 1.00 0.00
668526 0.95 0.05
408481 1.00 0.00
1233942 0.98 0.02
1026214 0.96 0.04
681395 1.00 0.00
605311 1.00 0.00
1072972 1.00 0.00
798525 0.97 0.03
1046671 1.00 0.00
101449 0.00 1.00
911396 1.00 0.00
1413259 0.68 0.32
93920 0.00 1.00
905622 1.00 0.00
785926 0.53 0.47
1230351 0.99 0.01
738670 0.26 0.74
766614 1.00 0.00
1295233 1.00 0.00
1318117 1.00 0.00
1536474 0.92 0.08
737284 1.00 0.00
1404755 0.55 0.45
447682 0.99 0.01
1036944 1.00 0.00
605298 1.00 0.00
81400 0.28 0.72
756961 1.00 0.00
885170 0.86 0.14
63077 0.47 0.53
1436725 1.00 0.00
1163379 0.95 0.05
103184 0.37 0.63
205270 0.18 0.82
1214426 1.00 0.00
1418568 1.00 0.00
954231 0.99 0.01
1208720 1.00 0.00
1044105 1.00 0.00
107534 0.03 0.97
1105442 0.97 0.03
861520 0.93 0.07
1037564 0.99 0.01
834760 0.91 0.09
674873 1.00 0.00
1181372 0.51 0.49
838159 1.00 0.00
1231689 1.00 0.00
1464704 0.98 0.02
483495 1.00 0.00
772746 1.00 0.00
369231 0.08 0.92
1015499 0.99 0.01
1145501 0.14 0.86
769430 1.00 0.00
119959 0.01 0.99
1066028 1.00 0.00
66247 0.11 0.89
1277865 0.99 0.01
1076734 0.91 0.09
1409908 0.99 0.01
470370 0.11 0.89
344894 1.00 0.00
673764 0.89 0.11
710811 0.40 0.60
1544730 0.98 0.02
506744 1.00 0.00
1473912 1.00 0.00
637702 0.86 0.14
986173 0.98 0.02
492659 0.64 0.36
702669 0.92 0.08
277870 0.00 1.00
445338 0.99 0.01
1110720 0.95 0.05
36105 0.01 0.99
1041461 0.99 0.01
1166086 0.94 0.06
1493304 1.00 0.00
119860 0.00 1.00
1525118 0.83 0.17
1459435 1.00 0.00
1103461 0.91 0.09
39687 0.02 0.98
1127337 0.99 0.01
1382654 1.00 0.00
690645 0.99 0.01
205156 0.00 1.00
1448518 1.00 0.00
1410898 0.99 0.01
1324484 0.65 0.35
1497193 1.00 0.00
481789 1.00 0.00
401117 1.00 0.00
1414464 1.00 0.00
736104 0.99 0.01
602113 1.00 0.00
1079709 1.00 0.00
97609 0.40 0.60
763326 1.00 0.00
1477203 0.97 0.03
1439258 0.74 0.26
1481348 1.00 0.00
365837 0.83 0.17
838142 1.00 0.00
321010 1.00 0.00
96541 0.00 1.00
886077 0.81 0.19
812751 0.91 0.09
543068 0.99 0.01
867149 1.00 0.00
481152 1.00 0.00
1504995 1.00 0.00
807586 0.99 0.01
474772 0.58 0.42
105855 0.07 0.93
1449061 0.91 0.09
578361 1.00 0.00
65113 0.02 0.98
979145 0.98 0.02
691321 1.00 0.00
554582 0.99 0.01
1329259 1.00 0.00
1105695 1.00 0.00
1038411 0.12 0.88
1537761 0.99 0.01
1507653 0.98 0.02
1008933 1.00 0.00
1243529 1.00 0.00
1500449 0.99 0.01
126712 0.21 0.79
1360385 0.99 0.01
441919 1.00 0.00
1525141 0.55 0.45
1400709 0.99 0.01
1532005 0.98 0.02
921567 0.97 0.03
662849 0.18 0.82
143257 0.21 0.79
698994 0.64 0.36
641316 0.92 0.08
1266587 0.92 0.08
763613 0.99 0.01
80690 0.01 0.99
1280200 0.97 0.03
1356892 1.00 0.00
598463 0.99 0.01
1175994 0.88 0.12
832768 1.00 0.00
1026361 0.87 0.13
415264 1.00 0.00
521294 0.95 0.05
1237168 0.31 0.69
870911 1.00 0.00
1492105 1.00 0.00
938741 1.00 0.00
897102 1.00 0.00
120370 0.01 0.99
1407911 1.00 0.00
1298978 1.00 0.00
1109554 0.72 0.28
1186241 0.95 0.05
1048394 0.96 0.04
863298 1.00 0.00
756829 1.00 0.00
720008 0.95 0.05
1102971 1.00 0.00
902630 0.97 0.03
1224832 1.00 0.00
97642 0.05 0.95
35235 0.12 0.88
1146798 0.60 0.40
1211883 1.00 0.00
1484488 0.81 0.19
572770 1.00 0.00
1107780 1.00 0.00
466933 1.00 0.00
649851 0.84 0.16
1130886 1.00 0.00
461833 0.39 0.61
543029 1.00 0.00
932502 1.00 0.00
950366 1.00 0.00
527951 0.43 0.57
530901 0.68 0.32
726860 0.49 0.51
1187950 1.00 0.00
526382 1.00 0.00
542852 0.57 0.43
938707 1.00 0.00
415385 1.00 0.00
718104 1.00 0.00
736089 0.97 0.03
758852 0.99 0.01
804207 0.72 0.28
101438 0.17 0.83
141985 0.08 0.92
652372 0.98 0.02
1105724 0.99 0.01
1352624 1.00 0.00
328179 0.99 0.01
1215498 1.00 0.00
462246 0.97 0.03
809976 0.99 0.01
1395393 1.00 0.00
1425698 1.00 0.00
414984 0.93 0.07
599705 1.00 0.00
65087 0.00 1.00
1474356 0.99 0.01
121202 0.06 0.94
669022 0.98 0.02
936460 0.93 0.07
1046721 0.91 0.09
1014521 0.99 0.01
489848 0.96 0.04
886741 0.67 0.33
888502 0.89 0.11
134550 0.25 0.75
242603 0.00 1.00
142035 0.01 0.99
718363 0.96 0.04
417668 1.00 0.00
990673 0.31 0.69
1049413 0.96 0.04
1056772 1.00 0.00
810008 0.89 0.11
990544 0.07 0.93
788542 0.97 0.03
1460064 0.99 0.01
316932 1.00 0.00
347709 0.52 0.48
1036443 1.00 0.00
793902 1.00 0.00
782392 1.00 0.00
1397905 0.99 0.01
886707 0.99 0.01
84728 0.03 0.97
409155 0.99 0.01
1056465 0.66 0.34
534926 1.00 0.00
886446 1.00 0.00
595218 0.96 0.04
593198 0.97 0.03
1480790 0.97 0.03
1168610 1.00 0.00
421329 0.47 0.53
487217 0.22 0.78
1039341 1.00 0.00
1449854 0.72 0.28
891901 1.00 0.00
372578 1.00 0.00
749883 0.94 0.06
983102 0.98 0.02
1076018 1.00 0.00
1043599 1.00 0.00
1499822 1.00 0.00
1392634 1.00 0.00
1061792 0.52 0.48
1384649 0.68 0.32
580800 1.00 0.00
1400703 0.99 0.01
440276 0.97 0.03
850699 0.94 0.06
1283509 1.00 0.00
451215 0.97 0.03
1365714 0.98 0.02
1335424 0.97 0.03
619051 1.00 0.00
1516922 1.00 0.00
747428 1.00 0.00
776780 0.25 0.75
1391544 0.95 0.05
1033239 0.59 0.41
350726 1.00 0.00
553285 1.00 0.00
193907 0.00 1.00
416880 1.00 0.00
463571 0.91 0.09
1337025 0.96 0.04
1248069 0.12 0.88
28967 0.00 1.00
81908 0.18 0.82
412877 1.00 0.00
580946 1.00 0.00
984994 1.00 0.00
544376 0.93 0.07
1281775 0.99 0.01
1335405 1.00 0.00
1420410 1.00 0.00
718479 0.87 0.13
787079 1.00 0.00
163068 0.02 0.98
1110443 1.00 0.00
1200864 0.98 0.02
757816 0.99 0.01
885366 1.00 0.00
1124801 0.61 0.39
1094323 1.00 0.00
894677 1.00 0.00
1233364 1.00 0.00
458879 0.99 0.01
1239924 0.99 0.01
62582 0.00 1.00
1270013 1.00 0.00
1407987 0.99 0.01
15509 0.02 0.98
1363618 0.97 0.03
27866 0.01 0.99
1255551 0.99 0.01
516377 0.71 0.29
1492986 0.98 0.02
981624 0.98 0.02
1747 0.01 0.99
538271 1.00 0.00
1346174 1.00 0.00
37787 0.01 0.99
909462 0.79 0.21
1198618 1.00 0.00
1137618 0.97 0.03
357561 0.53 0.47
594560 1.00 0.00
1166588 0.86 0.14
219645 0.01 0.99
1307123 0.96 0.04
763865 0.98 0.02
782395 1.00 0.00
113220 0.01 0.99
1097927 0.57 0.43
899538 0.96 0.04
360668 0.16 0.84
1514864 1.00 0.00
907175 0.83 0.17
1142752 0.96 0.04
98251 0.08 0.92
1177206 0.84 0.16
1233977 0.98 0.02
1230230 0.99 0.01
1035636 0.36 0.64
1499171 1.00 0.00
534919 0.94 0.06
1546131 0.15 0.85
495728 1.00 0.00
1522753 0.99 0.01
1453927 0.86 0.14
62550 0.18 0.82
917830 1.00 0.00
1292642 0.97 0.03
977305 0.99 0.01
1106603 1.00 0.00
1104129 0.98 0.02
1102962 0.95 0.05
370078 0.99 0.01
720903 1.00 0.00
1182175 0.96 0.04
743898 1.00 0.00
414047 0.85 0.15
990530 0.98 0.02
1242513 0.92 0.08
1108897 1.00 0.00
692241 0.94 0.06
1213811 1.00 0.00
1507657 1.00 0.00
85118 0.45 0.55
1052351 1.00 0.00
371413 1.00 0.00
1525128 1.00 0.00
1017638 1.00 0.00
1380830 0.89 0.11
1317831 0.98 0.02
510707 1.00 0.00
218412 0.02 0.98
1055413 0.11 0.89
461914 1.00 0.00
7394 0.13 0.87
1360898 0.70 0.30
1166725 1.00 0.00
82372 0.02 0.98
157602 0.33 0.67
20766 0.24 0.76
461339 0.86 0.14
438289 0.99 0.01
1456834 0.99 0.01
1525285 0.72 0.28
110373 0.05 0.95
937241 1.00 0.00
667230 0.92 0.08
1335066 0.97 0.03
1431467 0.96 0.04
1489704 1.00 0.00
390960 1.00 0.00
1135439 0.80 0.20
1135434 1.00 0.00
823052 1.00 0.00
417699 1.00 0.00
489841 1.00 0.00
144089 0.46 0.54
1253858 0.48 0.52
1218480 1.00 0.00
990665 1.00 0.00
62588 0.00 1.00
270917 0.35 0.65
1168546 1.00 0.00
692958 0.83 0.17
1291829 0.94 0.06
637051 1.00 0.00
593058 1.00 0.00
1092268 1.00 0.00
1077798 1.00 0.00
1060863 0.99 0.01
1208284 0.99 0.01
830361 1.00 0.00
660015 1.00 0.00
1448526 0.93 0.07
107503 0.00 1.00
951273 0.98 0.02
528894 0.64 0.36
103183 0.51 0.49
1198943 0.87 0.13
655997 1.00 0.00
1538145 1.00 0.00
1503671 1.00 0.00
1537129 0.98 0.02
355783 1.00 0.00
769279 1.00 0.00
874779 0.93 0.07
1519009 1.00 0.00
496388 0.97 0.03
1488828 0.98 0.02
980395 0.64 0.36
821290 0.95 0.05
1484705 1.00 0.00
920034 0.96 0.04
845052 0.50 0.50
924227 0.83 0.17
1412562 0.97 0.03
349544 0.98 0.02
394861 0.80 0.20
538393 1.00 0.00
80599 0.02 0.98
1027896 0.87 0.13
337596 1.00 0.00
674875 1.00 0.00
1209806 0.97 0.03
1451371 1.00 0.00
1236143 0.83 0.17
277850 0.00 1.00
941199 0.51 0.49
406823 1.00 0.00
904009 0.97 0.03
949719 0.99 0.01
1384522 1.00 0.00
339658 1.00 0.00
1202269 1.00 0.00
938409 0.92 0.08
61190 0.03 0.97
1520352 1.00 0.00
1088338 0.98 0.02
702147 1.00 0.00
1390754 1.00 0.00
483553 0.99 0.01
27863 0.00 1.00
1216532 0.91 0.09
107514 0.00 1.00
1306453 1.00 0.00
1329258 1.00 0.00
1431300 1.00 0.00
1124762 1.00 0.00
528654 1.00 0.00
1171476 0.63 0.37
1048806 0.99 0.01
1291804 0.22 0.78
481762 1.00 0.00
763460 0.98 0.02
1128389 0.96 0.04
68741 0.05 0.95
685057 0.25 0.75
157605 0.55 0.45
65084 0.00 1.00
1536371 0.61 0.39
457929 1.00 0.00
594790 0.99 0.01
1454793 0.80 0.20
933839 1.00 0.00
937061 0.81 0.19
685756 1.00 0.00
489587 0.72 0.28
788126 0.41 0.59
1204027 0.99 0.01
473276 1.00 0.00
18280 0.33 0.67
1446488 1.00 0.00
742259 1.00 0.00
480875 0.95 0.05
1015492 1.00 0.00
842856 0.82 0.18
1050547 1.00 0.00
748896 0.69 0.31
65764 0.00 1.00
947331 0.99 0.01
91334 0.11 0.89
613526 1.00 0.00
1105347 1.00 0.00
1457803 0.97 0.03
1259360 1.00 0.00
1043379 0.89 0.11
7405 0.01 0.99
1222873 1.00 0.00
384974 0.67 0.33
1056788 1.00 0.00
1383574 1.00 0.00
585714 0.98 0.02
937062 1.00 0.00
879419 0.72 0.28
1291851 0.95 0.05
1525070 0.97 0.03
315707 1.00 0.00
672833 0.97 0.03
1237461 1.00 0.00
766987 1.00 0.00
96726 0.13 0.87
734142 1.00 0.00
1505924 0.99 0.01
551028 1.00 0.00
1101546 1.00 0.00
432006 0.98 0.02
470371 0.73 0.27
1518944 1.00 0.00
1105360 0.99 0.01
1187913 0.89 0.11
762733 0.99 0.01
1522397 1.00 0.00
985767 0.93 0.07
953722 0.85 0.15
694021 0.83 0.17
1095183 0.98 0.02
1306174 0.98 0.02
411166 0.98 0.02
673141 0.99 0.01
601292 0.88 0.12
718103 1.00 0.00
452666 1.00 0.00
18291 0.50 0.50
322241 1.00 0.00
550017 0.99 0.01
1474057 0.98 0.02
385008 0.99 0.01
55067 0.54 0.46
1420173 1.00 0.00
1243196 1.00 0.00
692247 0.99 0.01
911511 1.00 0.00
464562 0.58 0.42
1082066 1.00 0.00
396709 1.00 0.00
345952 0.57 0.43
736115 0.99 0.01
32639 0.00 1.00
600026 1.00 0.00
971844 0.97 0.03
1344774 0.87 0.13
1004533 0.89 0.11
263733 0.09 0.91
1329285 0.98 0.02
575810 0.99 0.01
1467424 0.95 0.05
1353368 0.99 0.01
1434517 1.00 0.00
636771 0.70 0.30
1419690 1.00 0.00
671399 1.00 0.00
1128368 0.96 0.04
59950 0.04 0.96
861362 1.00 0.00
92357 0.13 0.87
1052299 1.00 0.00
700307 1.00 0.00
943078 0.90 0.10
980142 0.85 0.15
1091253 1.00 0.00
647502 1.00 0.00
664744 0.62 0.38
33213 0.07 0.93
526185 0.77 0.23
48813 0.03 0.97
1388449 1.00 0.00
1273244 0.81 0.19
1289135 1.00 0.00
118171 0.06 0.94
1237422 0.99 0.01
814846 1.00 0.00
993856 1.00 0.00
1026188 1.00 0.00
487245 0.46 0.54
485414 0.99 0.01
270933 0.00 1.00
1317856 1.00 0.00
466022 1.00 0.00
1354295 1.00 0.00
1235906 0.98 0.02
390958 1.00 0.00
1462264 0.89 0.11
48048 0.08 0.92
473610 0.72 0.28
1054727 0.97 0.03
894696 1.00 0.00
1502371 1.00 0.00
662846 1.00 0.00
1030044 0.99 0.01
342724 1.00 0.00
338145 1.00 0.00
1030988 0.99 0.01
1219164 1.00 0.00
1180333 0.96 0.04
1356309 0.89 0.11
599712 1.00 0.00
852526 0.86 0.14
1462546 0.66 0.34
1237243 1.00 0.00
1127355 1.00 0.00
780874 0.21 0.79
1291823 0.42 0.58
370075 0.96 0.04
708180 0.98 0.02
1212663 0.79 0.21
24708 0.15 0.85
235107 0.02 0.98
1179911 0.80 0.20
1133612 0.97 0.03
58567 0.03 0.97
1049396 1.00 0.00
782181 0.99 0.01
1368999 0.99 0.01
628369 1.00 0.00
1488478 0.91 0.09
652322 0.99 0.01
666404 0.75 0.25
954545 1.00 0.00
1314223 0.84 0.16
119297 0.51 0.49
773570 1.00 0.00
885149 1.00 0.00
1413741 1.00 0.00
726827 0.24 0.76
673216 1.00 0.00
270932 0.00 1.00
1091246 1.00 0.00
844157 1.00 0.00
958616 1.00 0.00
520297 0.99 0.01
719738 0.78 0.22
96733 0.01 0.99
144099 0.40 0.60
1188504 0.73 0.27
736695 0.60 0.40
1316188 0.65 0.35
254020 0.30 0.70
947496 0.94 0.06
1492723 1.00 0.00
967080 0.74 0.26
1330135 0.94 0.06
1215870 1.00 0.00
61471 0.01 0.99
632856 0.96 0.04
604592 0.88 0.12
847017 1.00 0.00
937332 0.52 0.48
1493811 0.92 0.08
24250 0.40 0.60
405566 1.00 0.00
1163896 0.66 0.34
73141 0.25 0.75
106587 0.92 0.08
1333617 1.00 0.00
1173932 1.00 0.00
1273076 0.53 0.47
544139 0.52 0.48
425313 0.97 0.03
325257 1.00 0.00
1238145 1.00 0.00
916907 0.42 0.58
728648 0.98 0.02
1479389 1.00 0.00
1526099 0.99 0.01
1212676 1.00 0.00
594565 1.00 0.00
1304498 1.00 0.00
746309 0.99 0.01
1148155 0.99 0.01
1423348 0.98 0.02
163038 0.58 0.42
419374 1.00 0.00
801319 0.97 0.03
1130834 1.00 0.00
954570 0.85 0.15
441751 0.99 0.01
982740 1.00 0.00
670767 1.00 0.00
1458714 0.43 0.57
1274386 0.99 0.01
1507466 0.91 0.09
1442815 1.00 0.00
731949 0.99 0.01
472750 0.99 0.01
985103 0.95 0.05
411785 0.58 0.42
149767 0.00 1.00
1072109 0.93 0.07
154826 0.26 0.74
1346171 0.99 0.01
614370 0.99 0.01
816916 0.37 0.63
375270 0.82 0.18
450303 0.99 0.01
1326401 0.94 0.06
1483650 0.99 0.01
994567 0.96 0.04
115897 0.41 0.59
1365554 0.99 0.01
934727 0.93 0.07
810625 0.99 0.01
1062319 1.00 0.00
1004140 0.99 0.01
1094321 1.00 0.00
1536271 0.90 0.10
1326412 0.97 0.03
1302983 0.93 0.07
1078318 1.00 0.00
1089746 0.47 0.53
788132 0.99 0.01
880054 0.89 0.11
1041439 0.89 0.11
360281 1.00 0.00
699709 0.89 0.11
1435953 1.00 0.00
949705 1.00 0.00
857111 0.99 0.01
1544424 0.99 0.01
1055114 1.00 0.00
1102852 1.00 0.00
1019264 1.00 0.00
580001 1.00 0.00
595668 0.99 0.01
801428 0.99 0.01
1391154 0.99 0.01
821267 0.99 0.01
528268 1.00 0.00
1134321 1.00 0.00
765873 1.00 0.00
485369 1.00 0.00
1464851 0.80 0.20
1232392 0.29 0.71
104188 0.00 1.00
1466833 1.00 0.00
1316222 0.78 0.22
1105375 0.85 0.15
458899 0.99 0.01
753491 0.99 0.01
1140687 0.99 0.01
980917 1.00 0.00
224558 0.00 1.00
1254928 0.76 0.24
70856 0.09 0.91
856014 1.00 0.00
1159890 1.00 0.00
58780 0.01 0.99
362668 0.99 0.01
1395456 1.00 0.00
391433 0.95 0.05
986177 1.00 0.00
1161487 1.00 0.00
657656 0.77 0.23
940020 1.00 0.00
126683 0.22 0.78
838298 0.59 0.41
980204 0.08 0.92
644668 0.85 0.15
1262133 0.84 0.16
1309848 1.00 0.00
1415178 0.45 0.55
1344396 0.22 0.78
1039515 1.00 0.00
568157 0.39 0.61
1515740 1.00 0.00
568141 0.99 0.01
894658 0.99 0.01
42667 0.00 1.00
844131 1.00 0.00
1478863 0.83 0.17
777077 1.00 0.00
306788 0.00 1.00
314602 1.00 0.00
756974 0.57 0.43
